"ticket_id","title","description","priority","status","category","assignment_group","assignee","opened_at","resolved_at","closed_at","updated_at","source_system"
"TI-2024-0041","SQL Server query performance degradation on reporting database","Multiple critical reports in our BusinessObjects environment are running significantly slower since last weekend. A query that normally takes 30 seconds is now taking over 12 minutes. The reports query the reporting database REP-DB-01 (SQL Server 2022, 10.10.5.50) which replicates from production using transactional replication. I checked sys.dm_exec_requests and found multiple queries with PAGEIOLATCH_SH waits and CXPACKET waits, suggesting I/O bottlenecks and parallelism issues. The database size grew from 450 GB to 580 GB last week due to a large data import. UPDATE STATISTICS was last run 6 weeks ago. REBUILD INDEX job failed on Sunday due to insufficient disk space on the D: drive (only 2 GB free). Could the DBA team look into this urgently?","High","Closed","Database","IT-Database-Admin","Thomas Muller","2026-01-11T05:41:52","2026-01-14T05:41:52","2026-01-19T05:41:52","2026-01-19T05:41:52","internal_portal"
"TI-2024-0042","Request to create read-only database user for external auditor","Our external auditors from Deloitte need read-only access to three production databases for the annual financial audit: FIN_DB_2025, FIN_DB_2024, and PAYROLL_2025. They need to query tables but should not be able to modify, drop, or export data. Please create a login 'ext_auditor_2026' with SQL Server authentication and assign it the db_datareader role on the three databases. The password should be communicated securely to the lead auditor, Ms. Catherine Hughes, and set to expire in 60 days. Access should be logged and auditable. Our IT security policy requires a reference ticket and manager approval, which has been provided by VP of Finance, Mark Davidson (approval doc attached). The auditors will connect via VPN from their own laptops.","Low","Resolved","Database","IT-Database-Admin","Thomas Muller","2026-02-15T05:41:52","2026-02-23T05:41:52","","2026-02-23T05:41:52","service_catalog"
"TI-2024-0043","MongoDB replica set primary keeps stepping down during high load","Our MongoDB 7.0 replica set (3 nodes: mongodb-prod-01/02/03, all running on Ubuntu 22.04 with 128GB RAM each) is experiencing frequent primary step-downs during peak business hours (10 AM to 3 PM). The primary node steps down for about 30-60 seconds before a new primary is elected, during which all write operations fail. The MongoDB logs show 'shutting down with code: 100' and 'not electing self, would vote no' messages. Server metrics during the incidents show CPU at 95%, page faults exceeding 50K/sec, and wiredTiger cache eviction pressure. The working set exceeds available RAM. We have about 2.4 TB of data across all collections. The election priority settings are default (priority 1 for all nodes). Could the DBA team help tune the MongoDB configuration or suggest a scaling approach?","Low","Open","Database","IT-Database-Admin","Sarah Chen","2025-10-26T05:41:52","","","2025-10-27T20:41:52","monitoring"
"TI-2024-0044","AWS EC2 instances in us-east-1 unreachable after VPC route table change","After applying infrastructure changes via Terraform (commit abc1234, plan ID tf-plan-2026-0410-001) at 3:00 AM, our production EC2 instances in AWS us-east-1 (i-0abc123def456, i-0def789ghi012) are no longer reachable via SSH or HTTP. The instances are running (EC2 console shows 'Running' status with 2/2 checks passing), but we cannot connect to them. The Terraform change modified the VPC route table RTB-10.10.0.0/16-Public to remove the route to internet gateway igw-0abcd1234 and added a route to NAT gateway nat-0efgh5678. It appears the public subnets lost their route to the internet. Our application monitoring (Datadog) shows all services are down. The change was part of migrating to a hub-and-spoke VPC architecture. This is a P1 incident affecting our customer-facing applications.","High","Resolved","Cloud/Infrastructure","IT-Cloud-Ops","Michael Torres","2025-10-28T05:41:52","2025-11-07T05:41:52","","2025-11-07T05:41:52","monitoring"
"TI-2024-0045","Azure Kubernetes Service cluster nodes in CrashLoopBackOff","Our AKS cluster 'aks-prod-eastus-01' (Kubernetes 1.29, 5 node pool VMSS with Standard_D4s_v3) has 8 out of 20 nodes in 'NotReady' state. kubectl describe node shows Kubelet is unhealthy and pods on these nodes are in CrashLoopBackOff. The affected nodes are in node pool 'system' and 'app-pool-2'. The error message is 'PLEG is not healthy' and 'Container runtime network not ready'. This started after we applied a Calico network policy update and a cluster autoscaler configuration change. Critical workloads affected include our payment processing service (3 replicas down to 1), order management (2 replicas down to 0), and the customer notification service (all 3 replicas down). The Azure Network Watcher shows intermittent packet drops on the VNet. Please investigate urgently.","High","Open","Cloud/Infrastructure","IT-Cloud-Ops","Michael Torres","2025-10-27T05:41:52","","","2025-10-27T07:41:52","monitoring"
"TI-2024-0046","Request to provision new development environment in AWS","We need a new AWS development environment provisioned for our upcoming machine learning project. The requirements are: 1 VPC with public and private subnets in us-east-1, 1 EC2 p4d.24xlarge instance (8x A100 GPUs, 320 GB GPU memory) for model training, 1 EFS filesystem (500 GB), 1 RDS PostgreSQL db.r6g.xlarge instance, and S3 bucket for training data storage. Estimated monthly cost is around $12,000. I have uploaded the infrastructure diagram and security requirements to the SharePoint folder 'ML Project - Infrastructure'. The project lead is Dr. Amanda Foster and the budget code is BC-RD-2026-ML. We need this environment ready by April 25 for our sprint kickoff. We have an approved AWS Service Control Policy exception for GPU instances (reference: SCP-EXC-2026-012).","Medium","On Hold","Cloud/Infrastructure","IT-Cloud-Ops","","2025-11-02T05:41:52","","","2025-11-03T17:41:52","service_catalog"
"TI-2024-0047","Docker container logs filling up disk space on production server","The Docker container logs on our production application server APP-SRV-03 (10.10.4.60, Ubuntu 22.04 LTS, Docker Engine 25.0.3) are consuming excessive disk space. The /var/lib/docker/overlay2 directory has grown to 187 GB, leaving only 3 GB free on the 256 GB root partition. One particularly chatty microservice (order-processor) has accumulated 45 GB of log data in the past week alone. We have 8 containers running on this host. I need help configuring Docker log rotation (json-file driver with max-size and max-file options) and cleaning up existing log files. The standard Docker daemon.json configuration was apparently not applied when this server was provisioned. This is becoming urgent as we risk the server running out of disk space, which would bring down all 8 services.","Medium","Resolved","Cloud/Infrastructure","IT-Cloud-Ops","Sarah Chen","2025-12-22T05:41:52","2025-12-27T05:41:52","","2025-12-27T05:41:52","monitoring"
"TI-2024-0048","New hire equipment and access setup for 5 engineering team members","We have 5 new engineering hires starting on Monday, April 14, 2026 and need their equipment and access provisioned before their start date. The new hires are: 1) Alex Johnson - Senior Software Engineer (MacBook Pro M3 Pro, 32GB RAM, 1TB SSD), 2) Priya Sharma - Backend Developer (Dell Precision 5690, 64GB RAM, 2TB NVMe), 3) Carlos Mendez - DevOps Engineer (Lenovo ThinkPad P14s Gen 4, 32GB RAM), 4) Emma Wilson - Frontend Developer (MacBook Air M3, 16GB RAM, 512GB SSD), 5) Ryan O'Brien - QA Engineer (Dell Latitude 5550, 16GB RAM, 512GB SSD). All need AD accounts, M365 licenses (E3), VPN access, GitHub Enterprise access (Engineering org), AWS IAM access (dev environment), Slack, and access to Confluence, Jira, and the shared Engineering SharePoint site. Manager approval: attached to REQ-2026-0198.","High","Open","HR/Onboarding","IT-Helpdesk","Diana Patel","2025-10-29T05:41:52","","","2025-10-29T18:41:52","service_catalog"
"TI-2024-0049","Offboarding - disable all access for departing employee EMP-3901","Employee Amanda Rodriguez (EMP-3901, username a.rodriguez, email a.rodriguez@company.com) from the Sales department has given notice and her last day is tomorrow, April 12, 2026. Please disable all access effective end of business tomorrow: Active Directory account disable, Microsoft 365 license removal, VPN access revocation, Salesforce deactivation (username: a.rodriguez@company.com), removal from all distribution lists and Teams channels, Box cloud storage access removal, and badge deactivation (badge ID: BG-3390). Her direct reports are being reassigned to James Park (EMP-4102). Please forward all emails to James for 30 days before permanent deletion. Amanda has been notified and has completed the IT equipment return form (all items accounted for). This has been approved by HR Director, Karen Mitchell.","Medium","In Progress","HR/Onboarding","IT-Helpdesk","James Okafor","2025-10-28T05:41:52","","","2025-10-30T03:41:52","service_catalog"
"TI-2024-0050","Contractor laptop imaging and network access for 90-day engagement","We have a contractor, David Hoffman from TechStaff Solutions, starting a 90-day engagement on April 21, 2026. He needs a loaner laptop imaged with our standard corporate build and network access. He will be working on-site in Building A, Floor 4, Monday through Thursday. Requirements: 1) Standard Windows 11 Enterprise image with Microsoft 365 Apps, 2) Guest VLAN access only (VLAN 500, no internal resource access), 3) Guest WiFi credentials, 4) Access to the project SharePoint site (we will handle sharing permissions), 5) Badge for building access with 30-day auto-expiry renewal. His company will provide his own mobile phone. No VPN access is needed. The contractor's NDA and master services agreement have been executed and are on file with Legal (reference: MSA-2026-0447). His manager for the engagement is Lisa Park (EMP-2756).","Low","Open","HR/Onboarding","IT-Helpdesk","","2025-10-26T05:41:52","","","2025-10-27T23:41:52","service_catalog"
